city,hotel_name,hotel_url,latitude,longitude,rating,description,price
Saintes Maries de la mer,Appartement Duplex 4pers Climatisé - Locations VLD Camargue,https://www.booking.com/hotel/fr/appartement-duplex-4pers-climatise.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.45600810,4.42931620,9.1,"Boasting a terrace, Appartement Duplex 4pers Climatisé - Locations VLD Camargue offers accommodation in Saintes-Maries-de-la-Mer, 1.1 km from Est Beach and 38 km from Arles Amphitheatre. The air-conditioned accommodation is less than 1 km from Amphora Beach, and guests can benefit from on-site private parking and complimentary WiFi. The property is non-smoking and is situated less than 1 km from Arenas Beach.

The apartment with a balcony and city views has 1 bedroom, 2 living rooms, a flat-screen TV, an equipped kitchen with a dishwasher and a microwave, and 1 bathroom with a walk-in shower. Guests can enjoy a meal on an outdoor dining area while overlooking the quiet street views. For added privacy, the accommodation features a private entrance.

Guests at the apartment will be able to enjoy activities in and around Saintes-Maries-de-la-Mer, like cycling, hiking and walking tours.

Nimes-Ales-Camargue-Cevennes Airport is 41 km from the property.",N/A
Saintes Maries de la mer,MAS MLS,https://www.booking.com/hotel/fr/mas-mls.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.48437667,4.39499670,9.1,"Set in Saintes-Maries-de-la-Mer, 36 km from Arles Amphitheatre, MAS MLS offers accommodation with a garden, free private parking and a terrace. The property is non-smoking and is located 47 km from Parc des Expositions de Montpellier.

The units in the hotel are equipped with a flat-screen TV. All rooms come with a private bathroom with a shower, free toiletries and a hairdryer.

Guests at MAS MLS can enjoy a continental breakfast.

Montpellier Arena is 48 km from the accommodation. Nimes-Ales-Camargue-Cevennes Airport is 38 km away.",N/A
Saintes Maries de la mer,Les Rizières,https://www.booking.com/hotel/fr/les-rizieres.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.47103999,4.41058695,8.6,"Set by a pond, Les Rizières is a hotel situated 2.8 km from Saintes-Maries-de-la-Mer and 2.4 km from Pont De Gau Ornithological Park with its pink flamingos. All the rooms are situated at ground-level around a patio planted with trees.

Air-conditioning, satellite TV and a minibar feature in the rooms. Free WiFi internet access is available throughout the hotel.

Less than 10 km from Les Rizières is the Camargue National Park and the sea is just 2.8 km away.

Please note that a maximum of  1 pet is allowed per room.  Please note that the property can only allow pets with a maximum weight of 15 kilos. An extra charge may apply.",N/A
Saintes Maries de la mer,Hôtel Les Arcades,https://www.booking.com/hotel/fr/ha-tel-les-arcades.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.45262780,4.43076655,8.8,"Just 100 metres from the nearest beach and 400 metres from the church in Saintes-Maries-de-la-Mer, this 3-star hotel offers free WiFi access throughout the property. It is 35-minute drive from Arles and a thalassotherapy centre can be found nearby.

The rooms at Hôtel Les Arcades feature an LCD TV. a work desk and a mosquito net. Some rooms are air-conditioned and all have a private bathroom with free toiletries and a hairdryer.

The buffet breakfast is served every morning in the breakfast room. You can also enjoy one of the bar’s selection of soft drinks on the terrace.

Le Grau-du-Roi is a 45-minute drive from Les Arcades and Nîmes is 45 km away. Guests can explore the coastline and the Camargue Natural Regional Park. Free public parking is available 50 metres from the property and there is a space in front of the hotel where guests can park to unload their car.",N/A
Saintes Maries de la mer,Maison l'Etrier,https://www.booking.com/hotel/fr/l-39-etrier.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.46729600,4.41386700,9.3,"Set in Saintes-Maries-de-la-Mer and only 2.7 km from Arenas Beach, Maison l'Etrier offers accommodation with lake views, free WiFi and free private parking. The property has garden views and is 37 km from Arles Amphitheatre and 50 km from Parc des Expositions de Montpellier. Guests can make use of a garden.

Fitted with a terrace, the units offer air conditioning and feature a flat-screen TV and a private bathroom with walk-in shower and a hair dryer. Units come with a pool with a view featuring pool views. At the bed and breakfast, some units are allergy-free.

There is a coffee shop, bar and lounge.

A bicycle rental service is available at the bed and breakfast.

Nimes-Ales-Camargue-Cevennes Airport is 39 km from the property.",N/A
Saintes Maries de la mer,Thalacap Camargue,https://www.booking.com/hotel/fr/thalacap-camargue.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.45349134,4.43545103,7.6,"Thalacap Camargue faces the beach in Saintes-Maries-de-la-Mer, 5 minutes' walk from the city centre. You will enjoy a seasonal outdoor seawater swimming pool as well as an indoor swimming pool, sauna and hammam all year round at no additional cost

All of the rooms at Thalacap Camargue have a flat-screen TV and free WiFi access and air conditioning.

The restaurant serves Mediterranean-style meals. Weather permitting, meals can be enjoyed on the terrace with a panoramic view of the sea.

In addition to the other relaxation facilities, guests have direct access to a Thalassotherapy centre, which provides a number of health and beauty treatments for an additional charge.

Arles is 37 km away. private parking is available on site for 10€/night.",N/A
Saintes Maries de la mer,Appartement climatisé avec chambre et Parking privatif Locations VLD Camargue,https://www.booking.com/hotel/fr/studio-avec-chambre-2-4-pers-climatise-locations-vld-camargue.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.45543613,4.42961195,8.7,"Appartement climatisé avec chambre et Parking privatif Locations VLD Camargue offers accommodation in Saintes-Maries-de-la-Mer, 1.1 km from Est Beach and 38 km from Arles Amphitheatre. The air-conditioned accommodation is less than 1 km from Amphora Beach, and guests can benefit from on-site private parking and complimentary WiFi. The property is non-smoking and is situated less than 1 km from Arenas Beach.

The apartment with a terrace and inner courtyard views has 1 bedroom, a living room, a flat-screen TV, an equipped kitchen with a dishwasher and a microwave, and 1 bathroom with a walk-in shower. This apartment also comes with a patio that doubles up as an outdoor dining area. For added privacy, the accommodation features a private entrance.

Guests at the apartment will be able to enjoy activities in and around Saintes-Maries-de-la-Mer, like bike tours.

Nimes-Ales-Camargue-Cevennes Airport is 41 km from the property.",N/A
Saintes Maries de la mer,Abrivado,https://www.booking.com/hotel/fr/abrivado.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.45033695,4.42622423,8.7,"Set in the Camargue Regional Park, Abrivado is an air-conditioned hotel located beside the harbour in the town of Saintes-Maries-de-la-Mer. It is 50 metres from the beach and the surrounding shops. Free WiFi access is provided in the guest rooms.

A TV is included in the rooms, which feature a simple décor. 12 of the rooms offer a sea view and 6 of them also feature a private furnished terrace. The private bathrooms include a hairdryer.

A continental breakfast is offered every morning at the hotel Abrivado for an extra charge.

Low-cost public parking is available nearby, and you can visit Arles, located 40 km away. Montpellier Airport is 52 km from the hotel. Public parking is available nearby.",N/A
Saintes Maries de la mer,Hôtel Restaurant Les Arnelles,https://www.booking.com/hotel/fr/les-arnelles.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.46095608,4.42231894,8.4,"Located in the heart of the Camargue Natural Regional Park, Les Arnelles features an outdoor swimming pool, a garden and a terrace in Les Saintes-Marie-de-la-Mer. Extras include horse riding and massages.

Offering free Wi-Fi access, the air-conditioned guest rooms come with a flat-screen TV and a bathroom with shower or bathtub and free toiletries. They also have access to a private terrace.

Every morning, a breakfast buffet is served on site. Guests can also enjoy Mediterranean specialties served at the hotel or relax at the bar.

The evening meal is in the form of a unique menu in order to work with local producers in short circuit. Please indicate before your arrival any allergies, intolerance or culinary specifications.

Guests can go to the beach, 1.3 km away. Pont de Gau Zoological Garden can be visited 3.5 km away. Guests can also drive 35 km to discover le Grau Du Roi and Aigues Mortes. Arles TGV Train Station is 35 km away.",N/A
Saintes Maries de la mer,Hôtel Le Neptune en Camargue,https://www.booking.com/hotel/fr/le-neptune-en-camargue.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.45212700,4.42534700,8.6,"Featuring a terrace, Hôtel Le Neptune en Camargue is located in Saintes-Maries-de-la-Mer in the Provence-Alpes-Côte d'Azur region, 400 metres from Arenas Beach and 500 metres from Amphora Beach. Featuring a garden, the 3-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. Private parking is available on site.

At the hotel, the rooms have a desk. Hôtel Le Neptune en Camargue provides certain rooms with city views, and each room is fitted with a coffee machine. Guest rooms in the accommodation are equipped with a flat-screen TV and free toiletries.

Crin Blanc Beach is 500 metres from Hôtel Le Neptune en Camargue, while Arles Amphitheatre is 39 km away. Nimes-Ales-Camargue-Cevennes Airport is 41 km from the property.",N/A
Saintes Maries de la mer,Manade des Baumelles,https://www.booking.com/hotel/fr/manade-des-baumelles.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.51731484,4.36732963,8.6,"Featuring free WiFi throughout the property, Manade des baumelles is located in Saintes-Maries-de-la-Mer, 9 km from Eglise des Stes Maries and 9 k from the nearest beach. Guests can enjoy the on-site restaurant. Free private parking is available on site.

Each room at this bed and breakfast is air conditioned and is equipped with a flat-screen TV. Some units include a seating area for your convenience. The rooms include a private bathroom. Superior rooms have a spa bath or a hot tub.

There is a gift shop at the property.

A number of activities are offered in the area, such as horse riding and cycling. Nimes-Ales-Camargue-Cevennes Airport is 27 km away.",N/A
Saintes Maries de la mer,Le Fangassier,https://www.booking.com/hotel/fr/le-fangassier.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.45449604,4.43070754,8.9,"Located in the Provence-Alpes-Côte d’Azur region, Le Fangassier a hotel set in a Camargue-style building 600 metres from the beach in Saintes-Maries-de-la-Mer. It offers free WiFi access.

All the air-conditioned rooms at Le Fangassier feature a telephone and a flat-screen TV. A bathroom with a bath or shower is also provided. Some rooms have a private terrace or balcony.

A buffet breakfast is served every morning at Le Fangassier.

Shops and restaurants can be found within a 5-minute walk.

This hotel is a 15-minute drive from Château d’Avignon and Arles is 37 km away.",N/A
Saintes Maries de la mer,Les Vagues,https://www.booking.com/hotel/fr/les-vagues-saintes-maries-de-la-mer.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.45035200,4.42504700,8.6,"Featuring a restaurant, bar and views of sea, Les Vagues is located in Saintes-Maries-de-la-Mer, 300 metres from Arenas Beach. The property is around 400 metres from Crin Blanc Beach, 500 metres from Amphora Beach and 39 km from Arles Amphitheatre. Guests can have a drink at the snack bar.

Complete with a private bathroom equipped with a bath or shower and free toiletries, all units at the hotel have a flat-screen TV and air conditioning, and some rooms will provide you with a terrace. All rooms will provide guests with a wardrobe and a kettle.

Activities such as hiking, snorkelling, cycling can be enjoyed in the surroundings, and guests can relax along the beachfront.

Nimes-Ales-Camargue-Cevennes Airport is 41 km away.",N/A
Saintes Maries de la mer,Hôtel Le Mirage,https://www.booking.com/hotel/fr/ha-tel-le-mirage.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.45310192,4.43058550,8.7,"Hôtel Le Mirage is 100 metres from the beach and 200 metres from Sainte-Marie-de-la-Mer Marina. It offers a garden with lounge chairs. Free WiFi is available throughout.

The heated non-smoking rooms at Le Mirage feature a flat-screen TV, a wardrobe and a desk. A mosquito net and a private bathroom are also provided.

Guests can have a continental breakfast every morning in the dining room or in the garden at Le Mirage. A range of restaurants and a grocery store can be found within 200 metres of the property.

This hotel is a 30-minute drive from Arles and 4 km from Pont de Gau Ornithological Park. Free public parking is available on site.",N/A
Saintes Maries de la mer,Hôtel du Pont Blanc,https://www.booking.com/hotel/fr/hotellerie-du-pont-blanc.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.45705076,4.42464903,9.1,"Set in Saintes-Marie- de-la-Mer, Hôtel du Pont Blanc sits in a flowery garden with terrace and swimming pool, just an 8-minute walk from the beach. Free Wi-Fi and free private parking are provided.

The hotel’s rooms feature a terrace with garden views and a flat-screen TV. They all have an en suite bathroom with free toiletries, hairdryer and bathtub.

Every morning, a continental breakfast is served at the hotel at an extra cost. Throughout the day, you can find your little quiet corner in our garden. A little reading break? A little nap in the shade of our pines? Let yourself be tempted. A range of restaurants are to be found a 5-minute walk away.

Saintes-Marie- de-la-Mer city centre is just a 5-minute walk away. Guests can drive 25 km to Aigues-Mortes or 34 km to Le-Grau-du-Roi.  Arles Train Station is 35 km away.",N/A
Saintes Maries de la mer,Mas Fandelou,https://www.booking.com/hotel/fr/mas-fandelou.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.52335152,4.41032385,9.6,"Mas Fandelou in Saintes-Maries-de-la-Mer provides adults-only accommodation with a seasonal outdoor swimming pool and a garden. The property has lake and garden views, and is 31 km from Arles Amphitheatre. There is a sun terrace and guests can make use of free WiFi and free private parking.

All units are fitted with air conditioning, a flat-screen TV with cable channels, a minibar, a coffee machine, a shower, a hair dryer and a wardrobe. The bed and breakfast features some units with pool views, and units have a kettle. The units have a private bathroom, free toiletries and bed linen.

À la carte and continental breakfast options with fresh pastries, fruits and juice are available.

Guests at the bed and breakfast will be able to enjoy activities in and around Saintes-Maries-de-la-Mer, like cycling and hiking.

Parc des Expositions de Montpellier is 46 km from Mas Fandelou, while Montpellier Arena is 47 km from the property. Nimes-Ales-Camargue-Cevennes Airport is 34 km away.",N/A
Saintes Maries de la mer,"Appartement ""La Rose des Vents""",https://www.booking.com/hotel/fr/appartement-avec-parking-saintes-maries-de-la-mer.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.45489471,4.42973589,9.5,"Set in Saintes-Maries-de-la-Mer, 700 metres from Amphora Beach and 800 metres from Arenas Beach, Appartement ""La Rose des Vents"" offers a terrace and air conditioning. This beachfront property offers access to free WiFi and free private parking. The property is non-smoking and is located 1.1 km from Est Beach.

The apartment with a balcony and quiet street views has 1 bedroom, a living room, a flat-screen TV, an equipped kitchen with a dishwasher and a microwave, and 1 bathroom with an a bath or shower. For added convenience, the property can provide towels and linens for a supplement.

A bicycle rental service is available at the apartment.

Arles Amphitheatre is 39 km from Appartement ""La Rose des Vents"". Nimes-Ales-Camargue-Cevennes Airport is 41 km from the property.",N/A
Saintes Maries de la mer,"La Villa Vaihéré en Camargue, l'Hibiscus et le Magnolia",https://www.booking.com/hotel/fr/la-villa-vaihere-en-camargue-l-hibiscus.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.51729854,4.37449975,9.5,"Situated 35 km from Arles Amphitheatre, La Villa Vaihéré en Camargue, l'Hibiscus et le Magnolia offers accommodation in Saintes-Maries-de-la-Mer with access to a hot tub. There is a private entrance at the apartment for the convenience of those who stay. The apartment features inner courtyard views, a sun terrace, and free WiFi is available throughout the property.

All units at the apartment complex come with air conditioning, a seating area, a flat-screen TV with streaming services, a kitchen, a dining area and a private bathroom with bathrobes, a shower and slippers. A dishwasher, an oven and microwave are also available, as well as a coffee machine and a kettle. At the apartment complex, each unit has bed linen and towels.

Guests at the apartment can enjoy cycling nearby, or make the most of the garden.

Parc des Expositions de Montpellier is 43 km from La Villa Vaihéré en Camargue, l'Hibiscus et le Magnolia, while Montpellier Arena is 44 km from the property. Nimes-Ales-Camargue-Cevennes Airport is 37 km away.",N/A
Saintes Maries de la mer,La Tramontane,https://www.booking.com/hotel/fr/la-tramontane.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.47260109,4.41012025,8.6,"La Tramontane welcomes you in Saintes-Maries-de-la-Mer, in the heart of the Camargues area. It offers individually-decorated rooms leading to the outdoor swimming pool, the garden and the private pond.

Soundproofed and air-conditioned, the guest rooms all feature a television and Wi-Fi access. They are decorated in a typical Provencal style and feature a private terrace overlooking the garden and the swimming pool.

We will have the pleasure to serve you on your terrace, at sunset, an aperitif accompanied by tapas to satisfy your gluttony or your appetite.

Free private secured parking is available on site.",N/A
Saintes Maries de la mer,Les Mourguettes,https://www.booking.com/hotel/fr/les-mourguettes.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaBWIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArSou74GwAIB0gIkYTA3NmI4NWUtZDYxNi00MTJhLWJhODgtYzgyNTRmY2Q2NzU42AIF4AIB&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=00a5545a4c63052c&srepoch=1741607989&from=searchresults,43.45557190,4.43020400,8.9,"Les Mourguettes is situated in Saintes-Maries-de-la-Mer, less than 1 km from Arenas Beach, a 12-minute walk from Est Beach, and 38 km from Arles Amphitheatre. This property offers access to a terrace, free private parking and free WiFi. The property is non-smoking and is set 800 metres from Amphora Beach.

The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a microwave and a coffee machine, and 1 bathroom with a shower and a hair dryer. This apartment also features a balcony that doubles up as an outdoor dining area.

Nimes-Ales-Camargue-Cevennes Airport is 41 km from the property.",N/A
